"Family","ParameterName","ParameterValue","Seed","Protocol","N","k","GraphShellRadius","BinsRequested","CommonBins","BHEdges","FlatEdges","BHMeanDegree","FlatMeanDegree","BHComponents","FlatComponents","BHLargestComponentFraction","FlatLargestComponentFraction","BHValidLogCMDFraction","FlatValidLogCMDFraction","BHRadius","FlatRadius","EdgeCountDifference","FlatEdgesTiedAtRadius","XYMismatch","SampleXYHash","CommonProfileHash","SourceCheckpoint"
"Hayward","ell",0.2,3,"Strict radius",1000,16,3,12,12,10171,10190,20.342,20.38,1,1,1,1,1,1,0.7953162948340816,0.7280315992266883,19,,8.881784197001252e-16,7.413725372108441e+76,2.2404771641840126e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_03.mx"
"Hayward","ell",0.2,3,"Pure KNN",1000,16,3,12,12,9032,9005,18.064,18.01,1,1,1,1,1,1,,,-27,,0,7.413725372108441e+76,6.865387627645697e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_03.mx"
"Hayward","ell",0.2,3,"Mutual KNN",1000,16,3,12,12,6968,6995,13.936,13.99,1,1,1,1,1,1,,,27,,0,7.413725372108441e+76,2.701073357606156e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_03.mx"
"Hayward","ell",0.2,3,"Edge-matched radius",1000,16,3,12,12,10171,10171,20.342,20.342,1,1,1,1,1,1,0.7953162948340816,0.7272222069226836,0,1,0,7.413725372108441e+76,8.153829326411243e+74,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_03.mx"
"Hayward","ell",0.2,4,"Original matched-flat KNN",1000,16,3,12,12,10230,9055,20.46,18.11,1,1,1,1,1,1,0.7971332910328383,,-1175,,8.881784197001252e-16,1.0930062021727885e+77,9.41503261582964e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_04.mx"
"Hayward","ell",0.2,4,"Strict radius",1000,16,3,12,12,10230,10243,20.46,20.486,1,1,1,1,1,1,0.7971332910328383,0.7210149645718931,13,,8.881784197001252e-16,1.0930062021727885e+77,9.399157137123056e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_04.mx"
"Hayward","ell",0.2,4,"Pure KNN",1000,16,3,12,12,9028,9055,18.056,18.11,1,1,1,1,1,1,,,27,,0,1.0930062021727885e+77,7.792476562380477e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_04.mx"
"Hayward","ell",0.2,4,"Mutual KNN",1000,16,3,12,12,6972,6945,13.944,13.89,1,1,1,1,1,1,,,-27,,0,1.0930062021727885e+77,8.093543667507081e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_04.mx"
"Hayward","ell",0.2,4,"Edge-matched radius",1000,16,3,12,12,10230,10230,20.46,20.46,1,1,1,1,1,1,0.7971332910328383,0.720405585205306,0,1,0,1.0930062021727885e+77,8.811028982434395e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_04.mx"
"Hayward","ell",0.2,5,"Original matched-flat KNN",1000,16,3,12,12,10128,8977,20.256,17.954,1,1,1,1,1,1,0.802006655404191,,-1151,,8.881784197001252e-16,3.6137525681300234e+76,7.20460657649764e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_05.mx"
"Hayward","ell",0.2,5,"Strict radius",1000,16,3,12,12,10128,10345,20.256,20.69,1,1,1,1,1,1,0.802006655404191,0.7343473220416076,217,,8.881784197001252e-16,3.6137525681300234e+76,9.654263646471162e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_05.mx"
"Hayward","ell",0.2,5,"Pure KNN",1000,16,3,12,12,8981,8977,17.962,17.954,1,1,1,1,1,1,,,-4,,0,3.6137525681300234e+76,1.1192163918919446e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_05.mx"
"Hayward","ell",0.2,5,"Mutual KNN",1000,16,3,12,12,7019,7023,14.038,14.046,1,1,1,1,1,1,,,4,,0,3.6137525681300234e+76,5.3108652109553286e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_05.mx"
"Hayward","ell",0.2,5,"Edge-matched radius",1000,16,3,12,12,10128,10128,20.256,20.256,1,1,1,1,1,1,0.802006655404191,0.7257350927736702,0,1,0,3.6137525681300234e+76,9.561301270005493e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_05.mx"
"Hayward","ell",0.2,6,"Original matched-flat KNN",1000,16,3,12,12,10186,9048,20.372,18.096,1,1,1,1,1,1,0.7961127398002875,,-1138,,8.881784197001252e-16,1.0778629044762434e+77,8.619422571080056e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_06.mx"
"Hayward","ell",0.2,6,"Strict radius",1000,16,3,12,12,10186,10107,20.372,20.214,1,1,1,1,1,1,0.7961127398002875,0.7222749009691105,-79,,8.881784197001252e-16,1.0778629044762434e+77,8.526906063071887e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_06.mx"
"Hayward","ell",0.2,6,"Pure KNN",1000,16,3,12,12,9036,9048,18.072,18.096,1,1,1,1,1,1,,,12,,0,1.0778629044762434e+77,2.1083504358461818e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_06.mx"
"Hayward","ell",0.2,6,"Mutual KNN",1000,16,3,12,12,6964,6952,13.928,13.904,1,1,1,1,1,1,,,-12,,0,1.0778629044762434e+77,3.686230373443465e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_06.mx"
"Hayward","ell",0.2,6,"Edge-matched radius",1000,16,3,12,12,10186,10186,20.372,20.372,1,1,1,1,1,1,0.7961127398002875,0.725947939806688,0,1,0,1.0778629044762434e+77,2.1703829186912675e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_06.mx"
"Hayward","ell",0.2,7,"Original matched-flat KNN",1000,16,3,12,12,10052,9093,20.104,18.186,1,1,1,1,1,1,0.789609338640053,,-959,,8.881784197001252e-16,1.335246562863172e+76,7.298092171214725e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_07.mx"
"Hayward","ell",0.2,7,"Strict radius",1000,16,3,12,12,10052,9988,20.104,19.976,1,1,1,1,1,1,0.789609338640053,0.7167774301582172,-64,,8.881784197001252e-16,1.335246562863172e+76,9.047381597115147e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_07.mx"
"Hayward","ell",0.2,7,"Pure KNN",1000,16,3,12,12,9100,9093,18.2,18.186,1,1,1,1,1,1,,,-7,,0,1.335246562863172e+76,7.05506710334111e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_07.mx"
"Hayward","ell",0.2,7,"Mutual KNN",1000,16,3,12,12,6900,6907,13.8,13.814,1,1,1,1,1,1,,,7,,0,1.335246562863172e+76,4.668288267130192e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_07.mx"
"Hayward","ell",0.2,7,"Edge-matched radius",1000,16,3,12,12,10052,10052,20.104,20.104,1,1,1,1,1,1,0.789609338640053,0.7193209776296257,0,1,0,1.335246562863172e+76,9.839702954163242e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_07.mx"
"Hayward","ell",0.2,8,"Original matched-flat KNN",1000,16,3,12,12,10157,9041,20.314,18.082,1,1,1,1,1,1,0.7873643291709904,,-1116,,8.881784197001252e-16,3.113810890554713e+76,8.028392169866782e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_08.mx"
"Hayward","ell",0.2,8,"Strict radius",1000,16,3,12,12,10157,10223,20.314,20.446,1,1,1,1,1,1,0.7873643291709904,0.7189683320834264,66,,8.881784197001252e-16,3.113810890554713e+76,2.6913891307785826e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_08.mx"
"Hayward","ell",0.2,8,"Pure KNN",1000,16,3,12,12,9039,9041,18.078,18.082,1,1,1,1,1,1,,,2,,0,3.113810890554713e+76,1.1226078733730231e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_08.mx"
"Hayward","ell",0.2,8,"Mutual KNN",1000,16,3,12,12,6961,6959,13.922,13.918,1,1,1,1,1,1,,,-2,,0,3.113810890554713e+76,3.194468289346007e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_08.mx"
"Hayward","ell",0.2,8,"Edge-matched radius",1000,16,3,12,12,10157,10157,20.314,20.314,1,1,1,1,1,1,0.7873643291709904,0.7165540807840989,0,1,0,3.113810890554713e+76,5.913734904450134e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_08.mx"
"Hayward","ell",0.2,9,"Original matched-flat KNN",1000,16,3,12,12,9997,9097,19.994,18.194,1,1,1,1,1,1,0.7760610596312378,,-900,,8.881784197001252e-16,2.1619982498812847e+75,1.1016615480525729e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_09.mx"
"Hayward","ell",0.2,9,"Strict radius",1000,16,3,12,12,9997,9967,19.994,19.934,1,1,1,1,1,1,0.7760610596312378,0.707947476745789,-30,,8.881784197001252e-16,2.1619982498812847e+75,8.599523832588712e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_09.mx"
"Hayward","ell",0.2,9,"Pure KNN",1000,16,3,12,12,9095,9097,18.19,18.194,1,1,1,1,1,1,,,2,,0,2.1619982498812847e+75,1.1389863707824207e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_09.mx"
"Hayward","ell",0.2,9,"Mutual KNN",1000,16,3,12,12,6905,6903,13.81,13.806,1,1,1,1,1,1,,,-2,,0,2.1619982498812847e+75,6.469750138733207e+74,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_09.mx"
"Hayward","ell",0.2,9,"Edge-matched radius",1000,16,3,12,12,9997,9997,19.994,19.994,1,1,1,1,1,1,0.7760610596312378,0.7093013629992051,0,1,0,2.1619982498812847e+75,1.0604268503354274e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_09.mx"
"Hayward","ell",0.2,10,"Original matched-flat KNN",1000,16,3,12,12,10236,8978,20.472,17.956,1,1,1,1,1,1,0.8035170760745189,,-1258,,8.881784197001252e-16,6.989702763945915e+76,5.808864823866722e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_10.mx"
"Hayward","ell",0.2,10,"Strict radius",1000,16,3,12,12,10236,10098,20.472,20.196,1,1,1,1,1,1,0.8035170760745189,0.7236085683055372,-138,,8.881784197001252e-16,6.989702763945915e+76,2.728735746557658e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_10.mx"
"Hayward","ell",0.2,10,"Pure KNN",1000,16,3,12,12,8980,8978,17.96,17.956,1,1,1,1,1,1,,,-2,,0,6.989702763945915e+76,1.0637782026464217e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_10.mx"
"Hayward","ell",0.2,10,"Mutual KNN",1000,16,3,12,12,7020,7022,14.04,14.044,1,1,1,1,1,1,,,2,,0,6.989702763945915e+76,8.360146221487778e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_10.mx"
"Hayward","ell",0.2,10,"Edge-matched radius",1000,16,3,12,12,10236,10236,20.472,20.472,1,1,1,1,1,1,0.8035170760745189,0.7291017990642001,0,1,0,6.989702763945915e+76,8.758157258358244e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_10.mx"
