"Family","ParameterName","ParameterValue","Seed","Protocol","N","k","GraphShellRadius","BinsRequested","CommonBins","BHEdges","FlatEdges","BHMeanDegree","FlatMeanDegree","BHComponents","FlatComponents","BHLargestComponentFraction","FlatLargestComponentFraction","BHValidLogCMDFraction","FlatValidLogCMDFraction","BHRadius","FlatRadius","EdgeCountDifference","FlatEdgesTiedAtRadius","XYMismatch","SampleXYHash","CommonProfileHash","SourceCheckpoint"
"Hayward","ell",0.2,3,"Original matched-flat KNN",1000,16,3,12,12,10171,9005,20.342,18.01,1,1,1,1,1,1,0.7953162948340816,,-1166,,8.881784197001252e-16,7.413725372108441e+76,5.2452062945932366e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_03.mx"
"Hayward","ell",0.2,4,"Original matched-flat KNN",1000,16,3,12,12,10230,9055,20.46,18.11,1,1,1,1,1,1,0.7971332910328383,,-1175,,8.881784197001252e-16,1.0930062021727885e+77,9.41503261582964e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_04.mx"
"Hayward","ell",0.2,5,"Original matched-flat KNN",1000,16,3,12,12,10128,8977,20.256,17.954,1,1,1,1,1,1,0.802006655404191,,-1151,,8.881784197001252e-16,3.6137525681300234e+76,7.20460657649764e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_05.mx"
"Hayward","ell",0.2,6,"Original matched-flat KNN",1000,16,3,12,12,10186,9048,20.372,18.096,1,1,1,1,1,1,0.7961127398002875,,-1138,,8.881784197001252e-16,1.0778629044762434e+77,8.619422571080056e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_06.mx"
"Hayward","ell",0.2,7,"Original matched-flat KNN",1000,16,3,12,12,10052,9093,20.104,18.186,1,1,1,1,1,1,0.789609338640053,,-959,,8.881784197001252e-16,1.335246562863172e+76,7.298092171214725e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_07.mx"
"Hayward","ell",0.2,8,"Original matched-flat KNN",1000,16,3,12,12,10157,9041,20.314,18.082,1,1,1,1,1,1,0.7873643291709904,,-1116,,8.881784197001252e-16,3.113810890554713e+76,8.028392169866782e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_08.mx"
"Hayward","ell",0.2,9,"Original matched-flat KNN",1000,16,3,12,12,9997,9097,19.994,18.194,1,1,1,1,1,1,0.7760610596312378,,-900,,8.881784197001252e-16,2.1619982498812847e+75,1.1016615480525729e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_09.mx"
"Hayward","ell",0.2,10,"Original matched-flat KNN",1000,16,3,12,12,10236,8978,20.472,17.956,1,1,1,1,1,1,0.8035170760745189,,-1258,,8.881784197001252e-16,6.989702763945915e+76,5.808864823866722e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p2\seed_10.mx"
"Hayward","ell",0.3,1,"Original matched-flat KNN",1000,16,3,12,12,10339,9071,20.678,18.142,1,1,1,1,1,1,0.794343739911789,,-1268,,8.881784197001252e-16,9.804047888925079e+75,4.3730170653946573e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_01.mx"
"Hayward","ell",0.3,2,"Original matched-flat KNN",1000,16,3,12,12,10238,9079,20.476,18.158,1,1,1,1,1,1,0.7909901626475658,,-1159,,8.881784197001252e-16,1.5530873545265394e+76,1.0327670346566696e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_02.mx"
"Hayward","ell",0.3,3,"Original matched-flat KNN",1000,16,3,12,12,10172,9005,20.344,18.01,1,1,1,1,1,1,0.7949590269759277,,-1167,,8.881784197001252e-16,7.413725372108441e+76,1.1529304266129954e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_03.mx"
"Hayward","ell",0.3,4,"Original matched-flat KNN",1000,16,3,12,12,10228,9055,20.456,18.11,1,1,1,1,1,1,0.796659869272152,,-1173,,8.881784197001252e-16,1.0930062021727885e+77,3.092436651431325e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_04.mx"
"Hayward","ell",0.3,5,"Original matched-flat KNN",1000,16,3,12,12,10138,8977,20.276,17.954,1,1,1,1,1,1,0.801858415931711,,-1161,,8.881784197001252e-16,3.6137525681300234e+76,1.080033487488122e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_05.mx"
"Hayward","ell",0.3,6,"Original matched-flat KNN",1000,16,3,12,12,10190,9048,20.38,18.096,1,1,1,1,1,1,0.7960706749323774,,-1142,,8.881784197001252e-16,1.0778629044762434e+77,1.0330062833275762e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_06.mx"
"Hayward","ell",0.3,7,"Original matched-flat KNN",1000,16,3,12,12,10052,9093,20.104,18.186,1,1,1,1,1,1,0.7895005752925197,,-959,,8.881784197001252e-16,1.335246562863172e+76,3.2048252464027154e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_07.mx"
"Hayward","ell",0.3,8,"Original matched-flat KNN",1000,16,3,12,12,10155,9041,20.31,18.082,1,1,1,1,1,1,0.7869140748719359,,-1114,,8.881784197001252e-16,3.113810890554713e+76,6.834749887354357e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_08.mx"
"Hayward","ell",0.3,9,"Original matched-flat KNN",1000,16,3,12,12,9998,9097,19.996,18.194,1,1,1,1,1,1,0.7758916246416914,,-901,,8.881784197001252e-16,2.1619982498812847e+75,1.1285633338034351e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_09.mx"
"Hayward","ell",0.3,10,"Original matched-flat KNN",1000,16,3,12,12,10216,8978,20.432,17.956,1,1,1,1,1,1,0.8023735952586287,,-1238,,8.881784197001252e-16,6.989702763945915e+76,3.133183431626856e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\scan\hayward\ell_0p3\seed_10.mx"
"Bardeen","g",0.2,1,"Original matched-flat KNN",1000,16,3,12,12,10346,9071,20.692,18.142,1,1,1,1,1,1,0.7944077983000384,,-1275,,8.881784197001252e-16,9.804047888925079e+75,2.4445101289437452e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_01.mx"
"Bardeen","g",0.2,1,"Strict radius",1000,16,3,12,12,10346,10176,20.692,20.352,1,1,1,1,1,1,0.7944077983000384,0.7188604086360707,-170,,8.881784197001252e-16,9.804047888925079e+75,9.244363178420145e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_01.mx"
"Bardeen","g",0.2,1,"Pure KNN",1000,16,3,12,12,9059,9071,18.118,18.142,1,1,1,1,1,1,,,12,,0,9.804047888925079e+75,8.435753669907289e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_01.mx"
"Bardeen","g",0.2,1,"Mutual KNN",1000,16,3,12,12,6941,6929,13.882,13.858,1,1,1,1,1,1,,,-12,,0,9.804047888925079e+75,3.391993554553493e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_01.mx"
"Bardeen","g",0.2,1,"Edge-matched radius",1000,16,3,12,12,10346,10346,20.692,20.692,1,1,1,1,1,1,0.7944077983000384,0.7248009435745616,0,1,0,9.804047888925079e+75,1.1775864963827614e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_01.mx"
"Bardeen","g",0.2,2,"Original matched-flat KNN",1000,16,3,12,12,10232,9079,20.464,18.158,1,1,1,1,1,1,0.7906576853606369,,-1153,,8.881784197001252e-16,1.5530873545265394e+76,4.65919027488432e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_02.mx"
"Bardeen","g",0.2,2,"Strict radius",1000,16,3,12,12,10232,10227,20.464,20.454,1,1,1,1,1,1,0.7906576853606369,0.7203256932325901,-5,,8.881784197001252e-16,1.5530873545265394e+76,1.1386861937671949e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_02.mx"
"Bardeen","g",0.2,2,"Pure KNN",1000,16,3,12,12,9098,9079,18.196,18.158,1,1,1,1,1,1,,,-19,,0,1.5530873545265394e+76,7.01891754217647e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_02.mx"
"Bardeen","g",0.2,2,"Mutual KNN",1000,16,3,12,12,6902,6921,13.804,13.842,1,1,1,1,1,1,,,19,,0,1.5530873545265394e+76,8.018599163721299e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_02.mx"
"Bardeen","g",0.2,2,"Edge-matched radius",1000,16,3,12,12,10232,10232,20.464,20.464,1,1,1,1,1,1,0.7906576853606369,0.7204502636978668,0,1,0,1.5530873545265394e+76,1.2844003255811288e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_02.mx"
"Bardeen","g",0.2,3,"Original matched-flat KNN",1000,16,3,12,12,10172,9005,20.344,18.01,1,1,1,1,1,1,0.794867758587899,,-1167,,8.881784197001252e-16,7.413725372108441e+76,4.462762284319917e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_03.mx"
"Bardeen","g",0.2,3,"Strict radius",1000,16,3,12,12,10172,10190,20.344,20.38,1,1,1,1,1,1,0.794867758587899,0.7280315992266883,18,,8.881784197001252e-16,7.413725372108441e+76,6.669071997102065e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_03.mx"
"Bardeen","g",0.2,3,"Pure KNN",1000,16,3,12,12,9027,9005,18.054,18.01,1,1,1,1,1,1,,,-22,,0,7.413725372108441e+76,3.289654703559091e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_03.mx"
"Bardeen","g",0.2,3,"Mutual KNN",1000,16,3,12,12,6973,6995,13.946,13.99,1,1,1,1,1,1,,,22,,0,7.413725372108441e+76,8.449247310188703e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_03.mx"
"Bardeen","g",0.2,3,"Edge-matched radius",1000,16,3,12,12,10172,10172,20.344,20.344,1,1,1,1,1,1,0.794867758587899,0.7272531032206154,0,1,0,7.413725372108441e+76,6.504261595755724e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_03.mx"
"Bardeen","g",0.2,4,"Original matched-flat KNN",1000,16,3,12,12,10225,9055,20.45,18.11,1,1,1,1,1,1,0.7962429540996289,,-1170,,8.881784197001252e-16,1.0930062021727885e+77,4.050347385131264e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_04.mx"
"Bardeen","g",0.2,4,"Strict radius",1000,16,3,12,12,10225,10243,20.45,20.486,1,1,1,1,1,1,0.7962429540996289,0.7210149645718931,18,,8.881784197001252e-16,1.0930062021727885e+77,4.2497784749246044e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_04.mx"
"Bardeen","g",0.2,4,"Pure KNN",1000,16,3,12,12,9028,9055,18.056,18.11,1,1,1,1,1,1,,,27,,0,1.0930062021727885e+77,9.018310918321672e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_04.mx"
"Bardeen","g",0.2,4,"Mutual KNN",1000,16,3,12,12,6972,6945,13.944,13.89,1,1,1,1,1,1,,,-27,,0,1.0930062021727885e+77,8.276293069072453e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_04.mx"
"Bardeen","g",0.2,4,"Edge-matched radius",1000,16,3,12,12,10225,10225,20.45,20.45,1,1,1,1,1,1,0.7962429540996289,0.7202558174317049,0,1,0,1.0930062021727885e+77,5.5647465044587916e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_04.mx"
"Bardeen","g",0.2,5,"Original matched-flat KNN",1000,16,3,12,12,10134,8977,20.268,17.954,1,1,1,1,1,1,0.8013490045648585,,-1157,,8.881784197001252e-16,3.6137525681300234e+76,6.119413836036471e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_05.mx"
"Bardeen","g",0.2,5,"Strict radius",1000,16,3,12,12,10134,10345,20.268,20.69,1,1,1,1,1,1,0.8013490045648585,0.7343473220416076,211,,8.881784197001252e-16,3.6137525681300234e+76,1.2329724108021181e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_05.mx"
"Bardeen","g",0.2,5,"Pure KNN",1000,16,3,12,12,8980,8977,17.96,17.954,1,1,1,1,1,1,,,-3,,0,3.6137525681300234e+76,1.3908760905155219e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_05.mx"
"Bardeen","g",0.2,5,"Mutual KNN",1000,16,3,12,12,7020,7023,14.04,14.046,1,1,1,1,1,1,,,3,,0,3.6137525681300234e+76,1.025795427103486e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_05.mx"
"Bardeen","g",0.2,5,"Edge-matched radius",1000,16,3,12,12,10134,10134,20.268,20.268,1,1,1,1,1,1,0.8013490045648585,0.7259635983266225,0,1,0,3.6137525681300234e+76,4.567395592552363e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_05.mx"
"Bardeen","g",0.2,6,"Original matched-flat KNN",1000,16,3,12,12,10194,9048,20.388,18.096,1,1,1,1,1,1,0.7959453513787802,,-1146,,8.881784197001252e-16,1.0778629044762434e+77,6.222989207394704e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_06.mx"
"Bardeen","g",0.2,6,"Strict radius",1000,16,3,12,12,10194,10107,20.388,20.214,1,1,1,1,1,1,0.7959453513787802,0.7222749009691105,-87,,8.881784197001252e-16,1.0778629044762434e+77,2.935520015541862e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_06.mx"
"Bardeen","g",0.2,6,"Pure KNN",1000,16,3,12,12,9036,9048,18.072,18.096,1,1,1,1,1,1,,,12,,0,1.0778629044762434e+77,5.134541358221618e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_06.mx"
"Bardeen","g",0.2,6,"Mutual KNN",1000,16,3,12,12,6964,6952,13.928,13.904,1,1,1,1,1,1,,,-12,,0,1.0778629044762434e+77,9.670568816549417e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_06.mx"
"Bardeen","g",0.2,6,"Edge-matched radius",1000,16,3,12,12,10194,10194,20.388,20.388,1,1,1,1,1,1,0.7959453513787802,0.7264784922408715,0,1,0,1.0778629044762434e+77,1.471790159716398e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_06.mx"
"Bardeen","g",0.2,7,"Original matched-flat KNN",1000,16,3,12,12,10056,9093,20.112,18.186,1,1,1,1,1,1,0.789319223801673,,-963,,8.881784197001252e-16,1.335246562863172e+76,9.337384854701342e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx"
"Bardeen","g",0.2,7,"Strict radius",1000,16,3,12,12,10056,9988,20.112,19.976,1,1,1,1,1,1,0.789319223801673,0.7167774301582172,-68,,8.881784197001252e-16,1.335246562863172e+76,3.1782345016954857e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx"
"Bardeen","g",0.2,7,"Pure KNN",1000,16,3,12,12,9095,9093,18.19,18.186,1,1,1,1,1,1,,,-2,,0,1.335246562863172e+76,1.0770488482916933e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx"
"Bardeen","g",0.2,7,"Mutual KNN",1000,16,3,12,12,6905,6907,13.81,13.814,1,1,1,1,1,1,,,2,,0,1.335246562863172e+76,9.004443312387674e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx"
"Bardeen","g",0.2,7,"Edge-matched radius",1000,16,3,12,12,10056,10056,20.112,20.112,1,1,1,1,1,1,0.789319223801673,0.7194413386217284,0,1,0,1.335246562863172e+76,5.4131574018095023e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx"
"Bardeen","g",0.2,8,"Original matched-flat KNN",1000,16,3,12,12,10152,9041,20.304,18.082,1,1,1,1,1,1,0.7865943069981689,,-1111,,8.881784197001252e-16,3.113810890554713e+76,2.280651777854274e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx"
"Bardeen","g",0.2,8,"Strict radius",1000,16,3,12,12,10152,10223,20.304,20.446,1,1,1,1,1,1,0.7865943069981689,0.7189683320834264,71,,8.881784197001252e-16,3.113810890554713e+76,2.931399844185952e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx"
"Bardeen","g",0.2,8,"Pure KNN",1000,16,3,12,12,9044,9041,18.088,18.082,1,1,1,1,1,1,,,-3,,0,3.113810890554713e+76,1.1499496860202632e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx"
"Bardeen","g",0.2,8,"Mutual KNN",1000,16,3,12,12,6956,6959,13.912,13.918,1,1,1,1,1,1,,,3,,0,3.113810890554713e+76,1.7486936319415914e+75,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx"
"Bardeen","g",0.2,8,"Edge-matched radius",1000,16,3,12,12,10152,10152,20.304,20.304,1,1,1,1,1,1,0.7865943069981689,0.7163569540047621,0,1,0,3.113810890554713e+76,7.819570298562863e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx"
"Bardeen","g",0.2,9,"Original matched-flat KNN",1000,16,3,12,12,9991,9097,19.982,18.194,1,1,1,1,1,1,0.7753167954935531,,-894,,8.881784197001252e-16,2.1619982498812847e+75,1.0377053948375339e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_09.mx"
"Bardeen","g",0.2,9,"Strict radius",1000,16,3,12,12,9991,9967,19.982,19.934,1,1,1,1,1,1,0.7753167954935531,0.707947476745789,-24,,8.881784197001252e-16,2.1619982498812847e+75,9.09082145282548e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_09.mx"
"Bardeen","g",0.2,9,"Pure KNN",1000,16,3,12,12,9097,9097,18.194,18.194,1,1,1,1,1,1,,,0,,0,2.1619982498812847e+75,9.820265106281875e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_09.mx"
"Bardeen","g",0.2,9,"Mutual KNN",1000,16,3,12,12,6903,6903,13.806,13.806,1,1,1,1,1,1,,,0,,0,2.1619982498812847e+75,8.100460601694405e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_09.mx"
"Bardeen","g",0.2,9,"Edge-matched radius",1000,16,3,12,12,9991,9991,19.982,19.982,1,1,1,1,1,1,0.7753167954935531,0.709039862585769,0,1,0,2.1619982498812847e+75,7.823056072434873e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_09.mx"
"Bardeen","g",0.2,10,"Original matched-flat KNN",1000,16,3,12,12,10212,8978,20.424,17.956,1,1,1,1,1,1,0.8019260479622259,,-1234,,8.881784197001252e-16,6.989702763945915e+76,8.180634995442052e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_10.mx"
"Bardeen","g",0.2,10,"Strict radius",1000,16,3,12,12,10212,10098,20.424,20.196,1,1,1,1,1,1,0.8019260479622259,0.7236085683055372,-114,,8.881784197001252e-16,6.989702763945915e+76,1.8173386425040553e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_10.mx"
"Bardeen","g",0.2,10,"Pure KNN",1000,16,3,12,12,8981,8978,17.962,17.956,1,1,1,1,1,1,,,-3,,0,6.989702763945915e+76,2.6795424670406218e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_10.mx"
"Bardeen","g",0.2,10,"Mutual KNN",1000,16,3,12,12,7019,7022,14.038,14.044,1,1,1,1,1,1,,,3,,0,6.989702763945915e+76,6.894591387122607e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_10.mx"
"Bardeen","g",0.2,10,"Edge-matched radius",1000,16,3,12,12,10212,10212,20.424,20.424,1,1,1,1,1,1,0.8019260479622259,0.7281004608262772,0,1,0,6.989702763945915e+76,1.1345675420173298e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_10.mx"
"Hayward","ell",0.2,1,"Original matched-flat KNN",1000,16,3,12,12,10338,9071,20.676,18.142,1,1,1,1,1,1,0.7948653003239452,,-1267,,8.881784197001252e-16,9.804047888925079e+75,1.0848574907331814e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_01.mx"
"Hayward","ell",0.2,1,"Strict radius",1000,16,3,12,12,10338,10176,20.676,20.352,1,1,1,1,1,1,0.7948653003239452,0.7188604086360707,-162,,8.881784197001252e-16,9.804047888925079e+75,6.633273698056507e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_01.mx"
"Hayward","ell",0.2,1,"Pure KNN",1000,16,3,12,12,9062,9071,18.124,18.142,1,1,1,1,1,1,,,9,,0,9.804047888925079e+75,1.8222619043074e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_01.mx"
"Hayward","ell",0.2,1,"Mutual KNN",1000,16,3,12,12,6938,6929,13.876,13.858,1,1,1,1,1,1,,,-9,,0,9.804047888925079e+75,8.58602227955156e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_01.mx"
"Hayward","ell",0.2,1,"Edge-matched radius",1000,16,3,12,12,10338,10338,20.676,20.676,1,1,1,1,1,1,0.7948653003239452,0.7245575689146226,0,1,0,9.804047888925079e+75,3.0180454436079205e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_01.mx"
"Hayward","ell",0.2,2,"Original matched-flat KNN",1000,16,3,12,12,10245,9079,20.49,18.158,1,1,1,1,1,1,0.7914988795684348,,-1166,,8.881784197001252e-16,1.5530873545265394e+76,1.0310283730325734e+77,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_02.mx"
"Hayward","ell",0.2,2,"Strict radius",1000,16,3,12,12,10245,10227,20.49,20.454,1,1,1,1,1,1,0.7914988795684348,0.7203256932325901,-18,,8.881784197001252e-16,1.5530873545265394e+76,5.285252963635535e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_02.mx"
"Hayward","ell",0.2,2,"Pure KNN",1000,16,3,12,12,9102,9079,18.204,18.158,1,1,1,1,1,1,,,-23,,0,1.5530873545265394e+76,3.892807579087936e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_02.mx"
"Hayward","ell",0.2,2,"Mutual KNN",1000,16,3,12,12,6898,6921,13.796,13.842,1,1,1,1,1,1,,,23,,0,1.5530873545265394e+76,3.984038340345784e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_02.mx"
"Hayward","ell",0.2,2,"Edge-matched radius",1000,16,3,12,12,10245,10245,20.49,20.49,1,1,1,1,1,1,0.7914988795684348,0.7209892230478694,0,1,0,1.5530873545265394e+76,7.488202270261477e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_02.mx"
"Hayward","ell",0.2,3,"Original matched-flat KNN",1000,16,3,12,12,10171,9005,20.342,18.01,1,1,1,1,1,1,0.7953162948340816,,-1166,,8.881784197001252e-16,7.413725372108441e+76,5.2452062945932366e+76,"C:\Users\palom\Documents\graphs\results\bardeen_hayward_audit_multiseed\checkpoints\anchor\hayward\ell_0p2\seed_03.mx"
