"AuditVersion","Family","ParameterName","ParameterValue","Seed","Protocol","N","M","k","GraphShellRadius","BinsRequested","CommonBins","CommonProfileHash","RhoBH","RhoFlat","DeltaRho","AbsDeltaRho","PearsonBHLogK","SpearmanRhoBH","SpearmanRhoFlat","SpearmanBHLogK","BHEdges","FlatEdges","BHMeanDegree","FlatMeanDegree","BHComponents","FlatComponents","BHLargestComponentFraction","FlatLargestComponentFraction","BHValidLogCMDFraction","FlatValidLogCMDFraction","BHRadius","FlatRadius","BHVertexCount","FlatVertexCount","EdgeCountDifference","FlatEdgesTiedAtRadius","XYMismatch","SampleXYHash","SourceRunner","SourceCheckpoint","RuntimeSeconds"
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,7,"Original matched-flat KNN",1000,0.5,16,3,12,12,"93373848547013423936788507574791741061062271959814197046182925283899454718268",0.7717170136753441,0.6602093226585697,0.11150769101677438,0.11150769101677438,-0.860013452239611,0.6783216783216783,0.5384615384615384,-0.6783216783216783,10056,9093,20.112,18.186,1,1,1,1,1,1,0.789319223801673,,1000,1000,-963,,8.881784197001252e-16,"13352465628631720482885520026037623996351564020290487345177658280262521836520","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx",1099.8880857
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,7,"Strict radius",1000,0.5,16,3,12,12,"31782345016954859813413061915398868517883653060791456144997697063759480683300",0.7717170136753441,0.12238700003754602,0.6493300136377981,0.6493300136377981,-0.860013452239611,0.6783216783216783,0.02097902097902098,-0.6783216783216783,10056,9988,20.112,19.976,1,1,1,1,1,1,0.789319223801673,0.7167774301582172,1000,1000,-68,,8.881784197001252e-16,"13352465628631720482885520026037623996351564020290487345177658280262521836520","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx",1099.8880857
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,7,"Pure KNN",1000,0.5,16,3,12,12,"107704884829169331524542096693043187402275993621450711958288378999293343800644",0.196819857895983,0.6602093226585697,-0.4633894647625867,0.4633894647625867,-0.09325630391110142,0.13986013986013987,0.5384615384615384,-0.13986013986013987,9095,9093,18.19,18.186,1,1,1,1,1,1,,,1000,1000,-2,,0,"13352465628631720482885520026037623996351564020290487345177658280262521836520","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx",1099.8880857
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,7,"Mutual KNN",1000,0.5,16,3,12,12,"90044433123876738922222269502397497077726810749353539701961279940713863433277",0.7646186444530397,-0.21873639527084507,0.9833550397238848,0.9833550397238848,-0.8181595193878493,0.8321678321678322,-0.3076923076923077,-0.8321678321678322,6905,6907,13.81,13.814,1,1,1,1,1,1,,,1000,1000,2,,0,"13352465628631720482885520026037623996351564020290487345177658280262521836520","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx",1099.8880857
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,7,"Edge-matched radius",1000,0.5,16,3,12,12,"54131574018095023803147439625935376194313191904573807676184672562973776301736",0.7717170136753441,0.1207177251004284,0.6509992885749156,0.6509992885749156,-0.860013452239611,0.6783216783216783,0.006993006993006993,-0.6783216783216783,10056,10056,20.112,20.112,1,1,1,1,1,1,0.789319223801673,0.7194413386217284,1000,1000,0,1,0,"13352465628631720482885520026037623996351564020290487345177658280262521836520","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_07.mx",1099.8880857
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,8,"Original matched-flat KNN",1000,0.5,16,3,12,12,"22806517778542739526182255333438660483635979300692506885767049163483455769764",0.7298456840084739,0.656072513135961,0.0737731708725129,0.0737731708725129,-0.8203674619566921,0.7972027972027972,0.5804195804195804,-0.7972027972027972,10152,9041,20.304,18.082,1,1,1,1,1,1,0.7865943069981689,,1000,1000,-1111,,8.881784197001252e-16,"31138108905547130629343128924335682209382966047016447196367259305829842914179","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx",708.7815758
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,8,"Strict radius",1000,0.5,16,3,12,12,"29313998441859516285015600659409269395693871826785658053020219627608624608616",0.7298456840084739,-0.052916756087362925,0.7827624400958368,0.7827624400958368,-0.8203674619566921,0.7972027972027972,-0.17482517482517482,-0.7972027972027972,10152,10223,20.304,20.446,1,1,1,1,1,1,0.7865943069981689,0.7189683320834264,1000,1000,71,,8.881784197001252e-16,"31138108905547130629343128924335682209382966047016447196367259305829842914179","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx",708.7815758
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,8,"Pure KNN",1000,0.5,16,3,12,12,"114994968602026318607524865254735362792147370151010889838613293117666241746488",0.7151984658866302,0.6560725131359612,0.05912595275066901,0.05912595275066901,-0.616930903312455,0.5454545454545454,0.5804195804195804,-0.5454545454545454,9044,9041,18.088,18.082,1,1,1,1,1,1,,,1000,1000,-3,,0,"31138108905547130629343128924335682209382966047016447196367259305829842914179","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx",708.7815758
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,8,"Mutual KNN",1000,0.5,16,3,12,12,"1748693631941591459073296384825205396259578198657186836734036699401848166404",0.7107421354731742,0.2626205841618389,0.4481215513113353,0.4481215513113353,-0.7763479096997158,0.6783216783216783,0.13286713286713286,-0.6783216783216783,6956,6959,13.912,13.918,1,1,1,1,1,1,,,1000,1000,3,,0,"31138108905547130629343128924335682209382966047016447196367259305829842914179","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx",708.7815758
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,8,"Edge-matched radius",1000,0.5,16,3,12,12,"78195702985628631322465186781643560414054404331230165665911810529227006676717",0.7298456840084739,-0.1359962728780403,0.8658419568865142,0.8658419568865142,-0.8203674619566921,0.7972027972027972,-0.3356643356643357,-0.7972027972027972,10152,10152,20.304,20.304,1,1,1,1,1,1,0.7865943069981689,0.7163569540047621,1000,1000,0,1,0,"31138108905547130629343128924335682209382966047016447196367259305829842914179","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_multiseed\checkpoints\anchor\bardeen\g_0p2\seed_08.mx",708.7815758
