"AuditVersion","Family","ParameterName","ParameterValue","Seed","Protocol","N","M","k","GraphShellRadius","BinsRequested","CommonBins","CommonProfileHash","RhoBH","RhoFlat","DeltaRho","AbsDeltaRho","PearsonBHLogK","SpearmanRhoBH","SpearmanRhoFlat","SpearmanBHLogK","BHEdges","FlatEdges","BHMeanDegree","FlatMeanDegree","BHComponents","FlatComponents","BHLargestComponentFraction","FlatLargestComponentFraction","BHValidLogCMDFraction","FlatValidLogCMDFraction","BHRadius","FlatRadius","BHVertexCount","FlatVertexCount","EdgeCountDifference","FlatEdgesTiedAtRadius","XYMismatch","SampleXYHash","SourceRunner","SourceCheckpoint","RuntimeSeconds"
"2026-08-bardeen-hayward-canonical-v3","Bardeen","g",0.2,1,"Original matched-flat KNN",1000,0.5,16,3,12,12,"24445101289437450789549484725868682949245860446224313579441701111457699094860",0.9215181315858076,0.6317960338270898,0.2897220977587178,0.2897220977587178,-0.9470425629436131,0.8531468531468531,0.6083916083916084,-0.8531468531468531,10346,9071,20.692,18.142,1,1,1,1,1,1,0.7944077983000384,,1000,1000,-1275,,8.881784197001252e-16,"9804047888925078742554917826211953957533032658409025366745281871529776130249","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_timing_N1000\checkpoints\scan\bardeen\g_0p2\seed_01.mx",140.7966456
"2026-08-bardeen-hayward-canonical-v3","Hayward","ell",0.2,1,"Original matched-flat KNN",1000,0.5,16,3,12,12,"108485749073318132412901207164349643863736110029194562298828742972500679318051",0.9236515613081204,0.6317960338270898,0.2918555274810306,0.2918555274810306,-0.9545746115936747,0.8811188811188811,0.6083916083916084,-0.8811188811188811,10338,9071,20.676,18.142,1,1,1,1,1,1,0.7948653003239452,,1000,1000,-1267,,8.881784197001252e-16,"9804047888925078742554917826211953957533032658409025366745281871529776130249","scripts/run_broader_family_audit.wls","results\bardeen_hayward_audit_timing_N1000\checkpoints\scan\hayward\ell_0p2\seed_01.mx",123.5437278
