"{Case : MatchedFlat, MeanCorrRLogCMD : 0.18036841525911898, StdCorrRLogCMD : 0.31499869452463386, MinCorrRLogCMD : -0.19998230545571102, MaxCorrRLogCMD : 0.5556748452639548}"
"{Case : Flamm, MeanCorrRLogCMD : -0.960152737974808, StdCorrRLogCMD : 0.014690649851970987, MinCorrRLogCMD : -0.9831805663617955, MaxCorrRLogCMD : -0.9465922437642524}"
