"ell","CorrRLogCMDMean","CorrRLogCMDStd","CorrLogKLogCMDMean","CorrLogKLogCMDStd","MatchedFlatCorrMean","MatchedFlatCorrStd","DifferenceMean","DifferenceStd"
0,-0.9586482775787468,0.018128193422295796,0.9015463626007831,0.034410070325112604,0.18286081233361798,0.26268672463493814,-1.141509089912365,0.2686427241892893
0.1,-0.960831139082076,0.016786332288169496,0.9064389786108041,0.03227354600355903,0.18286081233361798,0.26268672463493814,-1.1436919514156936,0.26818304744388755
0.2,-0.9650331137303155,0.014567313088313594,0.9162135229694368,0.02825813951514469,0.18286081233361798,0.26268672463493814,-1.1478939260639334,0.26624930764370175
0.3,-0.9694629989817901,0.012667313097655123,0.929491237392235,0.0245745466046631,0.18286081233361798,0.26268672463493814,-1.1523238113154084,0.2659455178746662
