"Geometry","CurvedCorrMean","CurvedCorrStd","MatchedFlatCorrMean","MatchedFlatCorrStd","DifferenceCorrMean","DifferenceCorrStd","ProfileMeanDifferenceMean","ProfileMeanDifferenceStd","ProfileRMSDifferenceMean","ProfileRMSDifferenceStd","ProfileMaxAbsDifferenceMean","ProfileMaxAbsDifferenceStd","CorrLogKLogCMDMean","CorrLogKLogCMDStd"
"Bardeen",0.3593042731835129,0.40196715473634537,0.43703394542028856,0.39663825418041115,-0.07772967223677578,0.6921660861460979,0.00241041192315649,0.008735523573239519,0.02471095050016451,0.005524771315761105,0.05847072382646843,0.02056778732101916,-0.2817588285452954,0.4201930368747435
