"Q","CorrRLogCMDMean","CorrRLogCMDStd","CorrLogKLogCMDMean","CorrLogKLogCMDStd","MatchedFlatCorrMean","MatchedFlatCorrStd","DifferenceMean","DifferenceStd"
0,-0.9586482775787468,0.018128193422295796,0.9015463625090753,0.03441007018039197,0.18286081233361798,0.26268672463493814,-1.141509089912365,0.2686427241892893
0.1,-0.9622581528657597,0.016724250304423875,0.9076997790001411,0.032244359584691996,0.18286081233361798,0.26268672463493814,-1.1451189651993776,0.2683638668816424
0.2,-0.9664374286953649,0.016218347710819484,0.9164625796142701,0.031743904778814454,0.18286081233361798,0.26268672463493814,-1.149298241028983,0.2682457856692108
0.3,-0.9741650184204248,0.009514936602352123,0.931074598663125,0.02211833537691569,0.18286081233361798,0.26268672463493814,-1.1570258307540429,0.26465695786135074
0.4,-0.9784594182001077,0.007829039031699906,0.9438428715056946,0.019518263005175077,0.18286081233361798,0.26268672463493814,-1.1613202305337258,0.26535950449094353
