"Geometry","CurvedCorrMean","CurvedCorrStd","MatchedFlatCorrMean","MatchedFlatCorrStd","MeanDifferenceMean","MeanDifferenceStd","RMSDifferenceMean","RMSDifferenceStd","MaxAbsDifferenceMean","MaxAbsDifferenceStd"
"SphereCap",0.7060407432503552,0.10036295292443158,0.6884551298110508,0.10271062429688538,-0.0052525740727304765,0.0035808841483324556,0.01450785033187848,0.0017856071781617894,0.028174027585783957,0.005300488178509245
"HyperbolicDisk",0.873492238165024,0.08308602533894974,0.779770123133791,0.16127262301719147,0.00829881046867576,0.013919620656306867,0.030293832699148194,0.0054848843790985995,0.054956222249039774,0.011183346256405975
