"g","CorrRLogCMDMean","CorrRLogCMDStd","CorrLogKLogCMDMean","CorrLogKLogCMDStd","MatchedFlatCorrMean","MatchedFlatCorrStd","DifferenceMean","DifferenceStd"
0,-0.9586482775787468,0.018128193422295796,0.9015463626007831,0.034410070325112604,0.18286081233361798,0.26268672463493814,-1.141509089912365,0.2686427241892893
0.1,-0.9630270883231733,0.015990939001131476,0.9097031090384787,0.03099539155583102,0.18286081233361798,0.26268672463493814,-1.145887900656791,0.26858432888359
0.2,-0.966951152882913,0.016334184921196464,0.9204490323012664,0.030563812981435366,0.18286081233361798,0.26268672463493814,-1.1498119652165308,0.2687096001147403
0.3,-0.9750524671394581,0.009204422954075513,0.9381561895567405,0.02087879107349749,0.18286081233361798,0.26268672463493814,-1.157913279473076,0.26459027033889254
